hash,CS,FD,gamma_5,gamma_10,gamma_20,gamma_30,gamma_50
97e1f945c89ac1abe92ec6d3ed9c7a4c29a8dd5c5ed36db2538597b623d3d0c8,-1,-1,-1,-1,-1,-1,-1
97e3ea091c072597fe48bda191317e1cd3974f43ba2e34f4fd89cf25219b1a74,4096,216,151552,765952,765952,655360,679936
97e6746159b2f36c5fcf4342ec5892e2fcdffd2e2e06f5ad7b3f3051e2c53f16,4096,224,292864,574464,603648,666112,721920
97ea929da52919048165f4a6860862578094fb87abc1faedb03a14c5848dc18b,4096,128,287232,386560,716800,742912,340480
97ecd576ee4ecaf13249bf94d52cc31d78f96edda7f006ba7cf74438454a043e,4096,264,289792,751616,-1,-1,673280
98002a429d83d55a4b86cce46db5e144f25ccae06ca355d8bf7714a3dea3524d,4096,216,292864,747008,749568,749568,749056
9801370f5d32eaddd03f0d7117867e41e16b14b6152989c481ee03f053c4e4e3,4096,128,295424,638464,551936,730624,754688
9834b1ade5eefe52774846b4266250ccc9b2d79df06e1e8f7f9bafa0a3cf9a0c,4096,184,286720,512000,753664,712704,688128
98377482ca8f689f6d26236bd8f5dfaee7c547b7d16b75311cdf5c1552dea35e,-1,-1,-1,753664,753664,753664,429056
9847643feaa5dd118e83d1e40088f294703e75cafa69069372645e58447bb426,4096,128,287232,638976,747008,720896,649216
9866259049225318507ac04292730b5d947c8a6a07e406b42f32c1991925de73,4096,184,303104,765952,647168,729088,675840
9866273a96638d8c2f35657872e9d960be29d7ed78f3c0bbcdaf97bfd3b84f5e,4096,128,247808,752640,747520,752640,747520
98817af1ed46f8638f3990c641aa11ebd11c63c06c17009531a8e9b3f2ff3431,-1,-1,292864,-1,-1,-1,-1
9882ca477d54991ed25ecfd32c5b1d85d0ce3146cd9f3ce84f2355bad91ee059,4096,128,293304,298936,746936,744888,623032
9883e2d77f4e96246fe902068e4ff3fce993d6cff829f9f64cf06b1bc625f654,4096,128,46528,566208,745408,735680,735168
98934608dd2e597ec456dcbc4ae373135a9804dd36c55fc6c6a126cfc590f9dd,4096,224,196608,761856,765952,765952,765952
98bb614d49eb60076b62b37676c10c34db33364be9e428075458da1a49c1b652,4096,224,191488,707584,739328,689152,718336
98c1f64295e25c20e98eade14f0f3f76f1c60e4a06d3b699980796823611a745,4096,184,299008,733184,753664,729088,741376
98cc6d527511531998da729eda9d39b24a6892e9dbd5c0e2a1ac688955088466,4096,128,261632,712192,708608,635904,753152
98db93e2a3cc078efa79803670beada2f136462400189463497a30fa3808da56,4096,184,303104,520192,618496,733184,659456
98e47af11fa4ffc7ece43b33bd5525b96d7e565d23ecb66e78b82a803fbaa36a,4096,216,197120,666624,746496,749568,650752
98ef17609af48ed36761ee84edf74cdd12fc70dda5ff4951a389f750fb5a4165,4096,224,285696,623104,603136,612864,699392
98fba75a9740dfe22cef5de3b7c88bd9a4d71be13c9401962277c478ffe23a92,4096,200,299008,765952,765952,765952,765952
990a73aa41bdbd6373c9521b723a3ac86ab9ebfba08aefb667422d3f79d838b5,4096,200,292864,749568,749568,749568,691200
990c8f894b159258e5c6d5c0d9cab4ff47f264600025814419ed3029297763a2,4096,128,289792,539648,696320,724480,723968
990e21cf94e37a8e74e7057cefdcc80e0a42e38be7f59d86142d9bdbaff03469,4096,280,256512,581120,630272,559104,752128
99179acb04198e84b42d68e35e2cced5d65a4e8806ac1175523dbda817bd7d08,4096,200,303104,638976,716800,737280,638976
993bcc0195b68d766919cae7bbd6af6d9ff350c5192a9b8c3e3347c2226b67b9,4096,248,287232,706560,742400,557056,642048
994d04276f2433d2d1d6d5ee7dc59d8342918506301e35aa7a0143b692f20996,4096,240,202114,746882,701826,767362,767362
994e0c3c9e708369f97f55d6ce30890d56e88eb1cb9409b84ade6969957979c0,4096,184,212992,569344,667648,765952,712704
99579e147822119d292cd962c2ba7a9b1467f7b1c9ed4be94b8a54eef684b54c,4096,248,279552,707072,704000,581120,683520
995cc7e976dcbc7e5208fa13f940dbf63e275bbc60cfaf4382dd3b6a92cdb904,4096,128,69568,265152,499648,340928,602048
9964a94596b072b2cbb7411e4731eec0798dc1c35d536b711b554523d6e3eb77,4096,200,303104,638976,372736,765952,692224
9975aab619f504da3c99b3c00574531addf4a19444c60e07d4de8afbe9d81455,4096,208,200192,729600,740864,750080,750080
997d416989fc0eaa45888abeb44d5638ef7621785174ff22aced22012dbf31b8,4096,128,224704,409536,351680,316352,346560
997f111a227133816268c72507ddc1c662e69baa6de40906281e2eeff9c8f5e0,4096,184,192512,499712,716800,548864,581632
9982101081e5f6532dde9671e9a7ceea9c1f10d771e4bd960252dfe78e9afa0f,4096,248,287744,363008,750592,729600,750592
998303eacf75bdde3f804f0a557c259e66eb299b01b3c423995180b61d277ac8,4096,200,292864,700928,749568,749568,746496
99a179db30a21ffd47a4f7f3aaead23b6e29a5dafcf74cb9df280dfc1ea79721,-1,-1,267776,749568,728576,748544,-1
99a198d1ab3c7079f53a3ddb745b11296ea9ef0bd170c74d18e5c3b16592e783,4096,184,221184,655360,565248,696320,565248
99e909c088ca77899d1a3524d3dea435d86fdf28a6655bda9c9dd02967595f58,4096,128,292864,702464,735744,735232,715264
99e96fc7cd0596cfde191fe9322090da123c8f920acc4db2b3a7ec499e653c9f,4096,200,262144,733184,716800,696320,692224
99f51014ea38eef94a06b76f8218f3a69c7b946d357c69a4c8accd756ffec066,4096,200,303104,753664,753664,634880,765952
9a0ad0476f00bd2196c887ad33f30f1e071d993eac236ba5850be7a1c69fd7de,4096,128,293312,212928,316864,632256,572352
9a277d29ffca5cb71a55cdb1ebe0a4ed6c3e8628835f3e7095d8236bde05fed9,4096,184,262144,512000,729088,614400,663552
9a2be2e87d82e65b072c45ba42e18fa03be88c97a052161e3a178512aed75d3a,4096,128,194560,699392,630784,736768,721920
9a3274c1c7bc3f2755d54df3ea65eb03d549ea0ac61b2a9c9eee9adc8891666d,4096,184,219927,707351,748311,387863,768791
9a36135e55c7ea8c233d086b0afc5b6da1509498ae71ba5f1795c407cfa74441,4096,272,293376,738816,707072,428032,690176
9a379025042882c7f267b9345e17d2eeb8f878c55d8b092ff72b346bf5b9919c,-1,-1,-1,-1,-1,-1,-1
9a39b159b432bf6848af0bd2623401e43c53b655f06a2a5a3ed680c07004aea1,4096,248,286720,765952,765952,692224,688128
9a3a28441d24a45a43ee022e9f66a64d8daeeb8df8d7da5a53b3e3f50948696c,4096,128,100288,362944,327104,485312,715712
9a3a9999ea67587377a91a65739d329cfa81240d0e0ee976013bbb7e5cd8c736,4096,272,292864,-1,750080,653312,-1
9a3ccbf49eaf73763eecb8bfc33bf87c8d36acc5228a977353b52f4b07e9fc71,4096,128,48640,302592,692224,568320,739840
9a75eee1ccbbeaa4928c1ef7bc574dfb6dae79796c4105906445f7b058b83ebc,4096,272,-1,724992,751104,717312,715264
9a7d67773c0b7d5b7b074d13fc804b626b372bad7ac76880023114be1576717d,4096,128,280512,210368,254400,372672,6080
9a903ebfcf1060f25a1fd1d5ec0fcc827e07fd3249f5463924752fdda067777f,4096,224,292864,615936,631296,717312,396288
9a98ef881860c5ef677bb3dd8026ca179398e9b242e4b35712fc0ba3de5143ca,4096,128,-1,666624,749568,720896,749568
9a9df28cb69e7d2687e78e4a0841c0e2cc1b9e0a1416cb9a4b6c945ea82b9006,4096,128,295424,673280,693248,699904,723456
9aaa1343e0dcd1a3fd4ce873437f102d7be405659181f23d73e21c2b1c7cb968,4096,248,289280,403968,750080,750080,750080
9abc66f6f4707e08134d8a2acb7f89c03d11baa735fa348a66ef7ae0220c5c50,4096,128,189952,627712,659968,627712,604160
9ac15bdb639e52b7c28169b25f1594a46dc232867dcb6f3efee098e2203dc73f,-1,-1,287744,465408,672256,728064,731136
9ac78b47f009f37099a97407f2a46d44b098501d5f7ecbe46a3d80607f8e782f,4096,128,290236,268732,746940,579004,6076
9b1c54b9e38291b2cdbc9b0ca9477a2d8175a6d062002c566a1530bfe189423c,4096,128,194560,704512,732672,703488,711680
9b27e7e948d782ce81a7eea599c953318848f8841d590a1d5cc57276ed307ed2,-1,-1,-1,709632,735744,752128,-1
9b491a92ca3d5b6531881533f953a950382355e4cb8efd4696e4232747e93d9a,4096,256,292864,718848,624128,715264,713216
9b515d94b01072de57dab5fca97b5a1997294d7699ea470d422e040c00b02478,4096,224,303104,753664,704512,765952,757760
9b5740064f4242609c9e6a778b1ed8d0532db039a427e6a85f0b4eb776f7ea1b,4096,200,303104,614400,741376,679936,585728
9b71b2d34387730c5563c58119143196348764bc787ddd47bc664fafc3042be4,4096,128,178112,684480,61888,178112,448
9b7d23519410bfddfc0fdc2a9e225911b75e7ce79cf848faa7b913ad4960e8ad,4096,128,216000,579008,308160,231872,722368
9b9abd81c97887eea34dce8fa85d62243eac55b1dc4eb4a4d7317377cd179f04,4096,592,292224,82944,697472,678784,716544
9bb0c198b47fead26b120d8e4ea8532c80a914ef0cf4eb222b97ff1a8b5ca63c,4096,224,303104,753664,712704,512000,335872
9c0515d9e7bd9f69aff91d1d1d7f1fd95409a139a35606609d00622d05cf2a56,4096,248,193024,443904,409088,244736,744448
9c0a6a1ea0fc61e0e9b09560328548f34055b3e8ddd6641147842176255e112f,-1,-1,292864,495616,462336,711680,622080
9c0ad882a495d571890e6576ad0a5cf00dbe0d9752a1e058af63d8d8f4ae34ab,4096,224,283136,750080,750080,743936,687616
9c2e689750805244f3b9d065797b6b5ea0bb32b72e16d59228a6e7f3bce26154,-1,-1,211968,338944,340480,-1,340480
9c33860e2d951c1d9c822dd5d5e715754b94fbcdb53109df4263a2a9dab2651d,4096,200,291840,749568,663040,749568,745984
9c425d64c5a5fbf950e3e32966da8296272c13608c586882736437229cf2a10c,4096,240,158341,749701,572037,667269,710789
9c50994075d5819205c4c179c48cb128745a9bab125b2758b0a9e45276c229a4,4096,184,299008,651264,589824,630784,716800
9c5a816a6c1110fe6e2ab5878e39f8bcab50cd23cf10578285777341cde0f1f2,4096,256,61444,346116,729092,661508,611332
9c612df902a30254ed47460ec6dbcb15e548e3a53fbe626e9fbbedf942220208,4096,200,303104,638976,720896,700416,765952
9c62132b2f3b716e815395207b63c7136cbd1406be50103c9563a4fb3c5d9057,4096,64,280909,753485,753485,748365,661325
9c6d3f5ed9239e46e3aa6265440fff9fe81d8dc30040ad4a3054da6690d263e5,4096,224,282112,749568,409088,409088,622592
9c8581a528a60534b5093eae446148081f1a1f06931662ebd1125bf714d5bf32,4096,200,292864,730112,671744,671232,719872
9c909df790f40c00fbcc681183a8c93993848930557500df62781c574c08b77e,4096,128,294400,742912,750080,753664,647168
9c9ccabd087c703f91847f1ceb0480ecad93231df9270e6991797c4c37f27e01,4096,184,212992,507904,675840,745472,430080
9ca042f514df28e3ba0f1291ea1823327990ae499edfc2679e3d33bb9adb36b1,4096,232,177664,587776,320000,716800,738304
9cabdee31bf2b2123488ebb6d3301ce44d449e6a420a1c52417fad1e3f2ce4ca,4096,128,175544,750008,238008,712120,728504
9cb57f7947e6a49fdd72e3f9a7b40dca5cedbcab934cb58bcd09d2bf2fcb8462,4096,216,303104,765952,712704,679936,696320
9cc2f9cc62340a18b8a6022ed282cf69d5f85b2f812440f51781247357aeab25,4096,232,46080,350720,320000,736256,748544
9cca55c9e351d0d00be6a0c106d3e726fbf39867bc5c77165de407f4b08ae10a,4096,216,292864,93696,633856,750080,750080
9cef8e57def1322f1b637d3868cfa50f03f977a8cba555ebe5faa228daf6cb0d,4096,216,282624,741376,749568,761856,761856
9cf3b0b53aad3a2b8c9e2cb9f9afd8f4f86f741da514fd04cad43dc13b5f74eb,4096,128,5120,684544,627712,697856,747008
9cfac20577ca7b5d5481ee621c0aa2fa09b33138e14a464406e6ae76e4053464,4096,160,303104,765952,765952,765952,765952
9d176a04e3a9400bdab245e7fa8ece8ecd96cad750b73039f199c9c715d772fc,4096,200,282624,741376,765952,765952,753664
9d3ca3e6e224314759842dc643c35214903e1e66fd22e6797d64c1f3773de19c,4096,128,193024,710656,713728,749568,689664
9d4236189e778ae171ea99a976045925f9828a27267f4f4343353a7f5f334791,4096,128,246784,536064,715776,536064,745472
9d45f04b27c734fd95f662e2498d8aa5164f295929769b68709aad0968537840,4096,176,303104,253952,557056,724992,712704
9d4648e9c81f2b852f55382d48ea9fbb2fb92df9af13572584ca8434640b9f8c,4096,240,292997,657029,679045,701061,747141
9d53b38c6c5590b6bc6851709b3e8afbf3aa75ddfaab43436026a7d8499cf7e8,4096,216,292864,749056,749568,749568,749056
9d5b8044bb44475191081ad16e7ace116811cd51d213be9d0368ed640c5fe883,4096,200,292864,502784,424960,502784,681472
9d72b692eb5720f8d73f1cf9208b5798b375668f9e717a606f6b5310f1ccb344,4096,200,303104,741376,716800,716800,684032
9d86487a5fa5978b363fdff2a2c8267d744c05cf82ca7697cd100ad5c992ba52,4096,184,303104,-1,-1,765952,765952
9d899cd6dbaf1f43f94a2d50d7f45d64868ee7aae5c080f65a0709f2eaf9f673,4096,128,257024,456704,551936,718336,728576
9d8df71e9ae9ce084ae33bd97ac39559ec095cc18cb2e560e2fadf2c1e54f125,4096,184,303104,757760,253952,565248,688128
9da62d065c91bcb31ac8eca7f26d484789e893ecc991eaa182ff9ff2bb2d4795,4096,64,173389,753485,753485,753485,753485
9dabf56f5975c18ac960e0d7aeda523c8eeecdf96c4ebe3d37c29405be4210dc,4096,128,161280,733184,699904,634368,749568
9dbdc25e45b6b5c75c63e36b774f8682da0a43067facfb5caede5ebdadd9560c,4096,208,246784,728576,739328,712704,729088
9dc4b2d04640b729cfc7b89c7f48ae1196e807128076c011f894d248054558b2,4096,256,40960,286720,0,217088,49152
9de144e5300d10f059574579ede705bb307be6e5c2aeddb1c361899c33ce723f,4096,200,270336,744448,740864,731136,702464
9de2d17ab377b3fd3d65fc19ae8274f39f02fb1b31bf2797b9736fee63572cb4,-1,-1,287232,748032,739328,749568,668160
9df759bd995b66329e446d1fefa4d86702457e200396bf0398796d3cea83b94c,4096,184,278528,544768,655360,479232,512000
9df7e69724c297f31ccbe5f592a2ef33fbda4bad6160c518a8b577a23fb6b92d,4096,128,172032,749568,744448,618496,749568
9e092a34ddd24ca757098b58bb59ef220e1e44d498b6759f4ba2475b9de1415b,4096,200,303104,761856,716800,753664,745472
9e0b82536d63e7ba3f971973172cde93963123458ac831c7086f757b131d1531,4096,216,292864,618496,673792,578560,744448
9e1f13a7fbfdbecd34a7c53671a7a610efb5d1756546531eb0148c6271376c29,4096,128,295424,754688,646144,748032,305152
9e29bb17eb3ce7c82be987577e823382bf353d853ab0032fdbc116488f961475,-1,-1,-1,372736,704512,253952,765952
9e2c22e37c8ee0ea4f0968bd4cb400986a2b9b7eb31f188b4bacc34dd76862eb,4096,128,292864,749568,749568,749568,749568
9e398f5c3f204220513d94db122a74f2a7626418546e977385f465ffdd021296,4096,96,117248,627712,413696,10240,561152
9e43d0d55e6036b8f6fa02f18da9a502491d41aee926d2e3c2764aba89c37bb8,4096,128,293312,684992,668608,618944,736704
9e507708f3411c8846476d15d0843b6f92170729d51867895534177741a9d87c,4096,128,209856,307648,305088,448,623040
9e51b81ecdb3425f6769cf7f06974f89e60ed3f5be7468543ea3c75764d50d96,4096,184,266240,602112,737280,716800,720896
9e54ea5e9a87a525fb7ef0e66cf6a61cacdf7886cf297d9030a1bcc44258a9c1,4096,16,269262,753102,753102,753102,753102
9e747a21d105da42b1d197c709bd7949e4940552777ee4e2910c034106ae15a5,4096,184,274432,679936,512000,667648,741376
9e7767e50f32a73d8692c125dfa3f4e51cb2903faf4ad367b07d3a439c72026b,4096,200,246784,749568,320000,749568,712704
9e778b183c71a142119979db6341c5ca7c2161d84f84d71a3a40b05f2affe0c7,4096,224,292864,637440,550400,750592,541184
9e86bf27bfb1582b30bdb7f6ef005f9c0af10243dc73ea5c0951f79d7d97d8d6,4096,216,184320,733184,765952,761856,671744
9e8fed7f9e92676730d69387ef2fdae3b6314949edb3d927a66052e6e051ba76,4096,200,303104,745472,696320,765952,696320
9e97c374ad8d4a14110e2f7e1fdca2f15f516afdbd840c7b3bb1c2848e9fad89,4096,128,55744,579008,430016,661952,675264
9eb334c9684dfc3008df2a198e617af5609b340686780bf01c71a4d50f5b9f0b,4096,208,292864,722432,750080,720384,750080
9ed070682a596b5a7ac71c100556ee915641085c53b0162ab96ce2f00ed344fd,4096,232,292864,702976,699904,688640,750080
9ed331ac42cb1c104f1d8a59f4100ba28ed7646fed3b8c0c3c2b7ea4c3681192,4096,200,253952,692224,397312,589824,765952
9eeb4e30f7f8c2b3d724d54c9780c64f47f59df360654761d8a003050af30aab,4096,232,46080,372224,673280,750080,750080
9ef2e6682de654a555c96f279be3c1963dc94d346328739a0ef4c5d92603e1bb,4096,128,174592,606720,583680,457216,264704
9f383d4d6d1d5d81214ce0547974d8710572069b5511a852efa3c58384cc4f78,4096,200,290816,598016,614400,671744,712704
9f384426f63c9037b3d69da6e945814d5104307dd3171ca7f992be443ac28083,-1,-1,-1,722944,722432,731648,743936
9f3bf035f3b79536936de64e1480ba9dc69df858c7dba8a7cc678472fba5b0ff,4096,128,178112,304064,178112,644544,27072
9f3d746cecf6ffd8237534ce859cf1e2b2d2d558b72900971b836c5ade869a1f,4096,176,299008,761856,765952,684032,765952
9f41c0cc2894d1504dd4077b7c5175a9c2997f33802c6a648c3a06b12b992650,4096,200,286720,741376,765952,724992,765952
9f5142af72fb849be7746f92772efe72522e0c3462625c6457d6a3fab97a0823,4096,216,281088,528896,571904,749568,749568
9f5f46cfef6c799bceedf46bb88c5d2665f56a41b70569fdd887fa747d370087,4096,184,192512,724992,581632,655360,671744
9f6c43e445e965d68cc190f410ee8a92d582051d19f9478c506a77a5e922aeb4,4096,248,209920,254464,320512,688128,625152
9fad31c3967656b7fdc8c50322907e63786a3f70e7f2fafa7c6605ded1830b32,4096,216,221184,540672,581632,520192,237568
9fd393bb5ae1f5326d8129bc88998709ed6ef70d57bd020c8858aa7a368f66d7,4096,184,278528,765952,729088,716800,753664
9fde5e27c66c7c2f2b647e94896bf0c467b6f36dbb9dd843157535bdb66d60eb,4096,240,289792,392192,737792,719872,654848
9ff014d4d5b27dd77e2d80228ca98b3bd80e45c5485bf6c4f0bcee8a20e4999f,-1,-1,292864,685056,635392,748544,738304
9ff179e4e1a188bdbc1ca731b9167d938586cafaa56431e0c4bac121883c735f,4096,256,190976,747520,752128,752128,752128
9ffbe18816b637ebdaf02020058b01e2d022a89af17b34c30e361837c02ab925,4096,128,293312,256960,712640,728000,675264
a0184d36824b1ec7f85d3619a7f03ba699729ec7657de4561281628cb0c0228b,4096,128,102400,242176,136704,421376,714752
a029cfcb4fa087bda6eff9abaa53f045c725d059b4f8d0fe404a9f98dca51aa2,4096,240,177664,750592,750592,697856,747008
a043929ff5614776ac5cf3a6cf024d6429fde05e4c23aef6a1251b1c20d3085b,4096,184,292864,578560,602624,578560,740352
a050ab8cfa2a74c0c7d1fa6dddf42502135ef1aaafa553781f50a169054d1791,4096,128,290752,340928,325056,236480,626624
a063c86c97dc4da29d375ca1f0933cf5695ecdb42077aa4cfe1c5c9ce6ef774b,4096,288,287232,712192,738304,670720,649728
a066a7745b5d897ef2bbfcb66727879cc7afbb8f643d37bb9832f80640143270,4096,184,204800,757760,495616,765952,663552
a068a343b41eaf78afd65fe37e519fd40212ae7c339a6b24affaea7bf5671d48,4096,184,303104,679936,741376,692224,745472
a06c7295f2130709795fce5d6ee6bc43ece7be6c1893258abb1485e8d9ee5fca,4096,224,292866,750594,748034,750594,625154
a06ca8edbad717d1e5f1fe4b76095e40fb203993ea938499910a548c7e03c294,4096,216,262144,630784,692224,749568,638976
a07df74a692542a8087ca4a1dcacb810011c832e3a3b01421b3684dcb16c626d,4096,232,152576,741376,747008,248832,714240
a07f3f59de2ad94ac07b538c08898b0dae36fb50d0306090807f114e4234a47e,4096,200,-1,720896,712704,737280,634880
a09312951d7c5e88899679be12e1a6bb4cf59f1b36bfa835342923532c0b8934,4096,216,288768,501248,309248,595968,127488
a09925bb091f958be5e59cf968502d80532f9ad299622c45133a4209142cefb2,4096,192,229376,663552,696320,741376,741376
a0b7169785197692a63a7ec9137639519ae619a0393b8f9f98b1815a4f3284d5,4096,208,288256,736768,672256,750080,660480
a0c71c7b0adf4c684cd7a91945cceaa6e000f539dd2a3f7574b102d8e146aa24,4096,128,115200,710656,711168,749568,749568
a0c935def6458e390b8a6df928cad60c5c4741e7453b7492670d3b0a6f3ae4c6,4096,208,290304,742400,658432,741888,524800
a0cc2d8fb7d0d5b60cae8eddb8ee21608eaa746f9dc44fea6402aba80f8c710d,4096,184,200704,462848,589824,663552,581632
a0e9b97228b9f59884d5af67e765a41dc1094f98427f7b195274eeb3af175997,4096,128,123392,754688,718336,719360,728064
a0ee7cc62686e231ccfb97c844002dcc190c5b4605afdd848d45af6a0466dc60,4096,184,200704,716800,724992,659456,708608
a0f2dab1a3b900bde76af5648afd41788d91835c780ee9ca09b41a783f1b45fe,4096,232,231936,750080,749056,750080,750080
a0f8c3ec4ad87d42a5a7a5ec20c4c5762a192e74ca1a3cd8ce9eee6a4b4b053a,4096,128,256512,749568,745472,749568,749568
a10268afffc9fc45dcc28fdc630e03cdf67623e2dd9f57033ffe934dde68ea45,4096,200,303104,765952,761856,684032,749568
a1050cff3b63af5fa3dcea6cbec3d35d3ac3a9732c0ea08624e7356970236dbb,4096,184,192512,593920,462848,716800,462848
a107005e57fc47942762c900651a5eb5b002dfa1800c3de04b1af9d64cd30ab2,4096,128,292864,660480,747008,723968,749568
a11a031f15a3502f5cc7f9971d123e8e5f9bc5c19135d04af9ae4be5033ad676,4096,248,252416,685056,478208,723968,737280
a13f9f4bcae98ef26c47613b4c67493fbf0ef469125e2db46d3e51266e66a47c,4096,128,195584,752640,748032,561664,719872
a14b31a8bab821f0368d6314437f5dbef64328875c91bda195311f2435ad403c,4096,256,151552,561152,765952,155648,765952
a158db8ca01d0184e1a2929f7ce633ccfe7dbc5e960c9de975798115ba3c1b19,4096,248,291840,749568,749568,749568,749568
a16c8685b23df281922a9d19fc5a9c27e8d75e4a4df0350b33b3994da52c630f,4096,200,292864,709632,749568,749568,675328
a1703c736b3a69d8b59eed2719217d4e38beed6ca6b66c00298bb317c4780b39,-1,-1,-1,719872,-1,752128,736256
a178a7464696bdbc440b28d2c9311f6336a8804d1b2e6806618af3086e6fe56b,4096,232,200704,196608,724992,761856,8192
a19b58215f43504df978a5f3f19ed131bb911aea45f36ba308c6fdae1561a2f1,4096,128,257024,749568,749568,732160,749568
a19f319bf26ee2e4af85e2b3b09d4fffe8d6477e111fc700d8b4356a0e6b9ce0,4096,184,274432,278528,716800,638976,688128
a1a32f89c069eac94834c736e06dc089145f81862eccd18d38725029bc964900,4096,200,292864,749568,710656,749568,715264
a1acd4131707d96527bc5ce7f26aa9c7bdd641bd2c991f6ca12e9999eda16aef,4096,184,294912,663552,507904,700416,679936
a1c66e1769c43379da0270f896bf6075c411b30fda5fa6e6e2ae607ac79b2480,4096,200,286720,585728,667648,757760,655360
a1c7d540a2a6e2c33740af11056093e3e15a7dac6c2301c1e40e013771c99e3e,4096,200,262144,765952,765952,765952,729088
a20cd44a9e5ebb21b1f91d1f7e52109ac7949fe64f8f6087dda43832ed9b06c9,4096,232,303104,733184,720896,671744,700416
a219e6338545b4331072ae19c3d0f9fd3eef0d7557c91b94b5c6b672fbc0d1d2,4096,200,291776,677312,723104,683328,555456
a21d80242442571dcd197212dd0c63a7ab8a087ed135f19388d7d632c0c11594,-1,-1,292864,663040,342016,751104,666112
a25262899ff67d81c05b0c1d28141022255a8dbc9610826d8b69efe4505ee62c,4096,232,215552,495616,743424,622592,324608
a2534b18c943bf97653c41765ef9308885a41974759d643cc64892babc26dd17,4096,128,165888,728064,749568,749568,648192
a2608a157755779f545d9a4a8ca152d3930191422df228edc9ef63f0143973bd,4096,256,260096,752128,752128,752128,752128
a2655324acf9bba2872b1730419c8521ae1eec8c2eb186f792ae5230ebdf6330,4096,176,303104,557056,700416,716800,741376
a26554c64e58cf9f924744d2cf9a1c3224160a57ffdecb08514b722ada27eed6,4096,128,193024,749568,749568,633856,740864
a2678aef55247a25c72a3eb6d7aaa48f6817e80a9ebb8338f6b33e0f4d890336,4096,248,-1,-1,699392,-1,751104
a269a76c5db80c2ef28b1974ff5cbdd381f763b4a4cc2d5d073f69c4f0eb6cb8,4096,256,292864,528896,555520,290304,342016
a269db5bda0b00d00b3ac52cc25e2bdbe93d7d5080e9aa884965272eab2fe323,4096,224,245760,765952,712704,757760,757760
a26ee35705afe255a710d0092f12deee8070249a359814a086cad180481edefd,4096,64,290304,659456,749568,678912,736256
a273295a7036dddcaa281e4178050d2c7cc30bc30794426f4bf898229d66924e,4096,200,303104,655360,765952,700416,720896
a27ef3234b40baf36820cfa3ec32fa8194cd80a7974e6cac491ea150000e9d48,4096,232,193024,751104,626176,659968,388096
a27f7fe4edaeb18b0e4dc0af5f09236532d3b26c08a19f3c6eb4b90a9ea193af,4096,200,441564,904412,617692,842972,-1
a286d6fbb56d5b2c4092e56338a02f43be3d166a838fc81a2fdc362434aed9a8,4096,232,303104,372736,761856,184320,761856
a28775a7ab3c39cc6cd726f618102418ac7c5cb1399970c7b6132105a69c2f66,4096,224,257024,623616,743936,481792,696832
a291427850710b5452f992febfe193a0bce7f184f79b865ecb68c01078f47976,4096,184,286720,512000,675840,765952,757760
a29397e3070c18b47f3dc2bc4ed8ac9f4173242f08e623f42cedb6ff0fac9197,4096,256,292864,747520,655872,742912,454144
a2aba9c1365916e451f8aead2a0837358c72e883e84934d0f46dae400c776f80,4096,128,286144,298432,178112,340928,340928
a2e10b8779c1f5a4ef41fbf75124fc287ee7bb09f42f35c8c232ecd08365c783,4096,184,274432,536576,565248,700416,581632
a2e123cca6caa61afa1db0a71d6f1bef8227a158a970fcc95f874f10b6f3b3a2,4096,240,292485,684165,718469,536197,680069
a2ec381bc793346d076d4e13b8b468ee985343e984935317e1344104925be9cc,4096,128,6076,166844,572348,340924,686012
a2fdc0b8373abf6e0677cbccf93f0732d6fd4d9c83dcc907be1f85de0d3f188c,4096,128,193024,704512,749568,193024,744960
a307bd485f2deb9900fd4c86b3a472c6ff7231c8521c9364a618047dcf766ab8,4096,128,277504,706048,749568,710656,717824
a30a9018c15e62c24436c9e43763b85d29bfcf40aba766e6f4654b83f75b0a17,4096,552,113664,754688,628224,718336,754688
a31b7baf5192456d3517735267dc3c2025c2e181af4464c4473f1a22b9d1ee62,4096,184,270336,745472,733184,753664,765952
a32dc18ea2192da7d1f1ddf3b310d5e6aa1f49c45a5f43f4ba5a3179451f0aae,-1,-1,287232,735232,707072,622592,725504
a32e8407d0b2f19bf7381dd2a7726d5074dd58b7c5116eeb006de4fac0ae1833,4096,240,292864,619008,548864,740864,295424
a3335850a8b209bfbc7a1367b2798f4c36aee5cfc0feb18dca798c74dde6ba10,4096,128,287744,594944,711168,709120,456704
a33603119b5cccb0ec4d766be811a5cec68d1ba410804b84b4a5c6546d979c67,4096,224,40960,765952,765952,761856,765952
a33dda443dc270669a1f3076d341a15fa83624b1205c553ce245fde438e5f5ba,4096,128,287232,749568,709120,702464,749568
a3402c1cf3a9428b1b9182302d0ccb6ee244f7fdfd6b5c36ed1bc14a0105ccb1,4096,128,289724,340924,561084,302012,697788
a3443f0446c95cfb1c4bd5ae124249451d6925da6dddccbb38770f58a2cdf89f,4096,128,292864,403456,749568,749568,749568
a349de95da691eba3017074c136f27d91f163b972c78d37217d34a3532edd08a,4096,184,262144,679936,684032,761856,421888
a39e0de7502687820d0269e8e86ffa82531e5611833d9c16465b7b0d6f5d70da,4096,232,292864,711168,722944,663040,740352
a3abb5d9caa6f9d3d28d58d1e1b2dc83f5271f577c6952978e76b5f0f1dae3c2,4096,128,287680,698304,718272,340928,46528
